% format: temp_front_[alt]_hPa(city1,city2,yyyy,mm,dd,h).

temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,21,22).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,21,22).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,21,23).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,21,23).
temp_front_700_hPa(lignano_grado,trieste,2019,4,22,3).
temp_front_700_hPa(gorizia,trieste,2019,4,22,3).
temp_front_700_hPa(lignano_grado,trieste,2019,4,22,4).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,22,4).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,22,4).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,22,5).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,22,5).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,22,5).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,22,5).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,22,5).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,22,6).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,22,6).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,22,6).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,22,6).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,22,6).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,22,7).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,22,7).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,22,7).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,22,7).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,22,7).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,22,8).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,22,8).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,22,8).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,22,8).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,22,8).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,22,9).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,22,9).
temp_front_700_hPa(barcis,pordenone,2019,4,22,9).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,22,9).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,22,9).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,22,10).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,22,10).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,22,10).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,22,10).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,22,10).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,22,13).
temp_front_700_hPa(barcis,pordenone,2019,4,22,13).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,22,13).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,22,13).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,22,13).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,22,15).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,22,15).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,22,15).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,22,15).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,22,15).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,22,16).
temp_front_700_hPa(barcis,pordenone,2019,4,22,16).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,22,16).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,22,16).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,22,16).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,22,17).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,22,17).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,22,17).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,22,17).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,22,17).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,22,18).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,22,18).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,22,18).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,22,18).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,22,18).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,23,23).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,24,1).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,24,1).
temp_front_700_hPa(barcis,pordenone,2019,4,24,1).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,1).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,24,1).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,24,2).
temp_front_700_hPa(barcis,pordenone,2019,4,24,2).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,24,2).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,24,2).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,24,2).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,24,3).
temp_front_700_hPa(barcis,pordenone,2019,4,24,3).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,24,3).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,3).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,24,3).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,24,4).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,24,4).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,24,4).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,24,4).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,24,4).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,24,5).
temp_front_700_hPa(barcis,pordenone,2019,4,24,5).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,24,5).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,24,5).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,24,5).
temp_front_700_hPa(lignano_grado,trieste,2019,4,24,8).
temp_front_700_hPa(gorizia,trieste,2019,4,24,8).
temp_front_700_hPa(lignano_grado,trieste,2019,4,24,9).
temp_front_700_hPa(gorizia,trieste,2019,4,24,9).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,24,10).
temp_front_700_hPa(barcis,pordenone,2019,4,24,10).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,24,10).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,24,10).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,24,10).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,24,11).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,24,11).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,24,11).
temp_front_700_hPa(lignano_grado,trieste,2019,4,24,12).
temp_front_700_hPa(gorizia,trieste,2019,4,24,12).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,24,13).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,24,13).
temp_front_700_hPa(barcis,pordenone,2019,4,24,13).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,13).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,24,13).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,24,14).
temp_front_700_hPa(barcis,pordenone,2019,4,24,14).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,24,14).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,24,14).
temp_front_700_hPa(pordenone,sappada_forni_villa,2019,4,24,14).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,24,15).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,24,15).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,24,15).
temp_front_700_hPa(gemona_stolvizza,udine_palamnova,2019,4,24,15).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,24,15).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,24,16).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,24,16).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,24,16).
temp_front_700_hPa(lignano_grado,trieste,2019,4,24,17).
temp_front_700_hPa(gorizia,trieste,2019,4,24,17).
temp_front_700_hPa(lignano_grado,trieste,2019,4,24,18).
temp_front_700_hPa(gorizia,trieste,2019,4,24,18).
temp_front_700_hPa(sappada_forni_villa,udine_palamnova,2019,4,24,19).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,24,19).
temp_front_700_hPa(lignano_grado,trieste,2019,4,24,19).
temp_front_700_hPa(barcis,sappada_forni_villa,2019,4,24,19).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,24,19).
temp_front_700_hPa(gemona_stolvizza,sappada_forni_villa,2019,4,24,19).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,24,19).
temp_front_700_hPa(lignano_grado,udine_palamnova,2019,4,24,20).
temp_front_700_hPa(barcis,pordenone,2019,4,24,20).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,24,20).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,24,20).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,24,20).
temp_front_700_hPa(lignano_grado,trieste,2019,4,24,21).
temp_front_700_hPa(barcis,pordenone,2019,4,24,21).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,24,21).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,24,21).
temp_front_700_hPa(lignano_grado,trieste,2019,4,24,22).
temp_front_700_hPa(barcis,pordenone,2019,4,24,22).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,24,22).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,24,22).
temp_front_700_hPa(lignano_grado,trieste,2019,4,24,23).
temp_front_700_hPa(barcis,pordenone,2019,4,24,23).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,24,23).
temp_front_700_hPa(pordenone,udine_palamnova,2019,4,24,23).
temp_front_700_hPa(lignano_grado,trieste,2019,4,25,19).
temp_front_700_hPa(gorizia,trieste,2019,4,25,19).
temp_front_700_hPa(lignano_grado,trieste,2019,4,25,20).
temp_front_700_hPa(gorizia,trieste,2019,4,25,20).
temp_front_700_hPa(lignano_grado,pordenone,2019,4,26,2).
temp_front_700_hPa(gorizia,lignano_grado,2019,4,26,2).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,26,3).
temp_front_700_hPa(lignano_grado,trieste,2019,4,26,3).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,26,3).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,26,3).
temp_front_700_hPa(pontebba_tarvisio,sappada_forni_villa,2019,4,26,4).
temp_front_700_hPa(lignano_grado,trieste,2019,4,26,4).
temp_front_700_hPa(gorizia,udine_palamnova,2019,4,26,4).
temp_front_700_hPa(gemona_stolvizza,pontebba_tarvisio,2019,4,26,4).
temp_front_700_hPa(lignano_grado,trieste,2019,4,26,5).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,26,5).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,26,5).
temp_front_700_hPa(lignano_grado,trieste,2019,4,26,6).
temp_front_700_hPa(gorizia,trieste,2019,4,26,6).
temp_front_700_hPa(lignano_grado,trieste,2019,4,26,7).
temp_front_700_hPa(gorizia,trieste,2019,4,26,7).
temp_front_700_hPa(lignano_grado,trieste,2019,4,26,8).
temp_front_700_hPa(gorizia,trieste,2019,4,26,8).
temp_front_700_hPa(lignano_grado,trieste,2019,4,26,12).
temp_front_700_hPa(gorizia,trieste,2019,4,26,12).
temp_front_700_hPa(lignano_grado,trieste,2019,4,26,13).
temp_front_700_hPa(gorizia,trieste,2019,4,26,13).
temp_front_700_hPa(gorizia,pontebba_tarvisio,2019,4,26,14).
temp_front_700_hPa(gemona_stolvizza,gorizia,2019,4,26,14).
